ID,Image_Name,Image_Features,Name,Image_Description
140,image_06460.jpg,"[[-4.9342320e-04  3.5985361e-04 -1.0774750e-03 ...  1.8493178e+00
  -7.8613508e-01  4.2591220e-01]]",love in the mist,a blue and white love in the mist in a love in the mist pot 
141,image_01424.jpg,"[[-2.2412941e-04  3.2927247e-03  3.2081436e-03 ... -1.5219495e-01
   2.2687538e-02 -1.2484347e+00]]",petunia,a plant that is growing out of the ground 
142,image_01645.jpg,"[[-2.1254034e-04  1.0697044e-02  3.3312340e-03 ... -2.6535869e-01
  -2.9086706e-01  4.7218701e-01]]",clematis,a clematis pot sitting on the side of a fence 
143,image_06622.jpg,"[[ 7.6748824e-05  1.3037841e-02  2.8482149e-03 ... -6.3065547e-01
  -6.0644615e-01  7.4891508e-01]]",canterbury bells,a flock of white birds standing next to each other 
144,image_06440.jpg,"[[ 9.6432304e-05  1.3360140e-02  2.2631022e-03 ...  5.3283352e-01
  -3.6966628e-01  2.3037722e+00]]",monkshood,a pair of blue and white birds standing on top of a tree 
145,image_07154.jpg,"[[-9.9425151e-06  7.0295990e-03  5.1793451e-03 ...  5.5675926e+00
   2.7640396e-01  2.0986981e+00]]",bolero deep blue,a bolero deep blue in a bolero deep blue pot on the ground 
146,image_08156.jpg,"[[-6.9990306e-04  5.6341253e-03  2.5422447e-03 ... -7.2285587e-01
  -1.0976415e-01  7.6836371e-01]]",japanese anemone,a green and white japanese anemone sitting on top of a plant 
147,image_02594.jpg,"[[-5.7125808e-04  4.9305200e-03  2.9356601e-03 ... -2.1930045e-01
   1.5392613e-02  6.3906580e-01]]",columbine,a red and white columbine blooming in a columbine pot 
148,image_05584.jpg,"[[-5.1257678e-04  1.1916243e-02 -6.6824304e-04 ... -2.0436747e+00
   3.9470574e-01  6.2515742e-01]]",garden phlox,a bouquet of garden phloxs sitting on top of a bush 
149,image_06420.jpg,"[[1.3600166e-04 1.3387974e-02 3.7675721e-03 ... 1.8786629e+00
  1.2236645e-02 2.4101944e+00]]",monkshood,a blue bird standing on top of a green plant 
150,image_02770.jpg,"[[-3.8369358e-04  3.6438378e-03  1.2610904e-04 ...  8.5740560e-01
  -3.0580193e-01 -2.9888071e-02]]",bishop of llandaff,a vase filled with bishop of llandaffs on top of a table 
151,image_06514.jpg,"[[ 3.0208539e-05  8.9375023e-03  4.4652824e-03 ...  2.0439994e+00
  -4.7437108e-01  3.2885957e+00]]",corn poppy,a large brown and white corn poppy in the middle of a field 
152,image_06735.jpg,"[[-1.1777650e-04  6.9191772e-03  5.1162014e-04 ...  2.1565199e+00
  -3.3245739e-01  2.5482911e-01]]",pink primrose,a bouquet of pink primroses sitting on top of a plant 
153,image_03921.jpg,"[[-3.4963604e-04  9.7469762e-03  2.4198450e-03 ...  2.1045591e-01
  -4.1670600e-01  1.1289896e+00]]",petunia,a red and white fire hydrant sitting in the middle of a field 
154,image_01596.jpg,"[[-1.3252837e-04  7.6718931e-03 -5.5005768e-04 ...  1.5059131e+00
  -3.8440338e-01 -1.2285114e-01]]",clematis,a plant that is growing in a field 
155,image_07942.jpg,"[[ 4.0942250e-05  1.2558495e-02  2.7236629e-03 ... -4.5890570e-01
  -1.1656325e-01  1.4108248e+00]]",trumpet creeper,a red and white trumpet creeper in the middle of a tree 
156,image_06605.jpg,"[[-8.4061714e-05  9.0226782e-03 -4.9936259e-04 ...  1.4251497e+00
   1.1988175e-01  3.9272165e-01]]",grape hyacinth,a row of blue and white grape hyacinths in a green vase 
157,image_01127.jpg,"[[-1.8937848e-04  1.0805518e-02  5.0306860e-03 ... -1.2956526e+00
  -3.2538533e-01  4.8004228e-01]]",wallflower,a close up view of some colorful wallflowers 
158,image_06351.jpg,"[[-1.3700790e-04  6.9327494e-03 -1.1572515e-04 ...  9.0693921e-01
  -8.4812358e-02 -5.2851623e-01]]",yellow iris,a yellow yellow iris in the middle of a plant 
159,image_00060.jpg,"[[-9.2370778e-05  9.2945332e-03 -2.6775559e-03 ...  1.2026190e+00
  -1.1117809e+00 -5.2098292e-01]]",passion flower,a very cute looking passion flower in a passion flower pot 
160,image_06378.jpg,"[[-1.03026534e-04  4.63067135e-03  1.63279136e-03 ...  1.97384131e+00
  -3.59644532e-01 -7.77421653e-01]]",yellow iris,a yellow yellow iris sitting on top of a green field 
161,image_06816.jpg,"[[ 1.9617048e-04  4.6558296e-03 -4.9538282e-04 ...  3.7638650e+00
  -3.3581099e-01  2.6559052e-01]]",red ginger,a red ginger in a vase on a sunny day 
162,image_01751.jpg,"[[-3.3240407e-04  2.5412233e-03  7.2062514e-03 ...  3.7826642e-01
  -5.2025735e-01 -1.4320479e-01]]",hibiscus,a close up picture of a plant in the sun 
163,image_06267.jpg,"[[-2.8099093e-04  3.6748804e-03 -1.3936769e-03 ... -4.8469192e-01
   3.7132371e-02  5.0558478e-01]]",cautleya spicata,a vase filled with cautleya spicatas on top of a tree 
164,image_00736.jpg,"[[ 4.2258250e-04  6.2668682e-03  1.0316201e-02 ...  7.5395327e+00
   2.0237444e-01 -9.7912468e-02]]",watercress,a close up of a close up of a close up of a plant 
165,image_01038.jpg,"[[ 1.4416338e-04  1.0411951e-02  2.1650258e-03 ... -5.7733452e-01
   1.4237098e-01  2.2751889e+00]]",wallflower,a red rose sitting on top of a plant 
166,image_05713.jpg,"[[-2.9462189e-04  5.4994049e-03  6.1583044e-03 ... -1.1146632e+00
  -3.5225135e-01 -8.4929250e-02]]",daffodil,a yellow and white daffodil in a daffodil pot 
167,image_08073.jpg,"[[-2.2459017e-04  4.2913472e-03  1.6459841e-03 ... -4.5799470e-01
  -6.7877913e-01  7.3227644e-01]]",carnation,a carnation in a vase on a table 
168,image_00740.jpg,"[[ 2.0552751e-04  9.1036474e-03  2.9259066e-03 ...  3.9275461e-01
   2.9182220e-01 -1.2952444e-01]]",watercress,a close up picture of a plant in a garden 
169,image_05108.jpg,"[[-5.9521746e-05  8.7021161e-03  2.6624349e-03 ...  1.1377999e+00
  -1.0433090e-01 -1.4969845e+00]]",hard-leaved pocket orchid,a black and white photo of a black and white bird 
170,image_07828.jpg,"[[ 8.6585089e-05  9.3876617e-03  1.7626157e-03 ...  1.5139533e+00
  -3.3288500e-01 -3.0901748e-01]]",mexican petunia,a very pretty mexican petunia in the middle of a field 
171,image_00171.jpg,"[[-0.00072971  0.0062887  -0.00127108 ...  0.6909101  -0.3855415
  -0.10527173]]",passion flower,a plant that is growing out of a tree 
172,image_05230.jpg,"[[-9.6354881e-05  1.2545141e-02  3.6709667e-03 ...  1.5410197e+00
  -3.4263632e-01  8.8973546e-01]]",stemless gentian,a blue and white bird is standing in the grass 
173,image_00108.jpg,"[[-5.2764436e-04  5.0749504e-03 -1.9786414e-03 ...  1.2473048e+00
  -6.4583546e-01 -1.6967881e-01]]",passion flower,a very pretty passion flower in the shape of a face 
174,image_03117.jpg,"[[ 4.0394705e-05  1.5625261e-02  3.1182992e-03 ... -4.0703928e-01
  -3.6063260e-01  7.5809932e-01]]",snapdragon,a pair of pink and white snapdragons in a snapdragon pot 
175,image_00031.jpg,"[[-6.9666456e-04  4.1310140e-03 -2.9435179e-03 ...  1.5649413e+00
  -6.4196122e-01  7.4676561e-01]]",passion flower,a passion flower in a vase on the ground 
176,image_06457.jpg,"[[-3.8772222e-04  7.2600478e-03  5.9376878e-05 ...  1.1494998e+00
  -9.3579155e-01  2.0835562e+00]]",love in the mist,a large group of brown and white love in the mists in a field 
177,image_04602.jpg,"[[-3.0239311e-04  9.9730268e-03  1.7640194e-03 ... -9.0729249e-01
  -4.7151691e-01 -4.0815797e-01]]",lenten rose,a vase filled with lenten roses on top of a table 
178,image_06925.jpg,"[[ 2.2047939e-04  1.3878811e-02 -1.3027646e-03 ...  3.4453839e-01
  -8.2109839e-01  3.9387727e-01]]",carnation,a pink rose in a carnation pot on a sunny day 
179,image_07065.jpg,"[[1.4603863e-04 8.6421166e-03 1.9134050e-03 ... 2.3523729e+00
  4.3441021e-01 1.5409571e+00]]",spring crocus,a large group of white spring crocuss in a field 
180,image_02196.jpg,"[[-5.6771579e-04 -7.7654058e-03  3.0651232e-03 ...  4.2881939e-01
  -1.0754527e-01  6.1408216e-01]]",barbeton daisy,a vase filled with lots of yellow barbeton daisys 
181,image_01944.jpg,"[[-2.1437088e-04  7.0966007e-03  5.4884995e-03 ...  8.6776680e-01
  -1.6065843e-02  3.3788291e-01]]",lotus lotus,a lotus lotus in a lotus lotus pot on a table 
182,image_07820.jpg,"[[-0.00041794  0.00734061  0.00336216 ... -0.19376835  0.01295942
   0.18366094]]",mexican petunia,a purple and white mexican petunia in a mexican petunia pot 
183,image_07967.jpg,"[[3.3064224e-04 6.2939939e-03 6.5645212e-03 ... 4.8869976e-01
  4.0013480e-01 5.5400717e-01]]",trumpet creeper,a very pretty trumpet creeper in the middle of a tree 
184,image_00081.jpg,"[[-1.6268960e-04  8.6435089e-03  9.6605427e-04 ...  9.6383560e-01
  -6.5412360e-01 -3.8363773e-01]]",passion flower,a passion flower that is in a passion flower pot 
185,image_02013.jpg,"[[-1.5239723e-04  8.3994009e-03 -2.0126523e-04 ...  5.9641395e-02
  -4.9037936e-01  1.9798603e+00]]",anthurium,a red and white fire hydrant with a person holding it 
186,image_03064.jpg,"[[-3.5139508e-04  5.1160054e-03 -2.6020918e-03 ...  5.1311660e+00
  -3.0414057e-01  5.9501134e-02]]",bee balm,a red fire hydrant with a bunch of bee balms in it 
187,image_05194.jpg,"[[-2.2493763e-04 -4.5862272e-03  1.8527186e-03 ...  6.2172723e-01
  -5.7739294e-01  3.9618871e-01]]",english marigold,a yellow english marigold sitting on top of a piece of wood 
188,image_05025.jpg,"[[-1.7126079e-04  2.0599219e-03  1.2211283e-03 ...  2.4186683e-01
  -5.0902551e-01 -6.1996061e-01]]",orange dahlia,a orange dahlia in a orange dahlia pot on a sunny day 
189,image_04614.jpg,"[[-2.8705783e-04  9.9421060e-03  3.3650461e-03 ...  3.7594204e+00
   6.2155122e-01  9.3981630e-01]]",lenten rose,a blue and white lenten rose in a green plant 
190,image_00260.jpg,"[[-2.6880420e-04  1.8366408e-03 -3.8590448e-04 ...  4.4247562e-01
  -3.6777002e-01 -3.3898345e-01]]",water lily,a very pretty water lily in a very pretty water lily pot 
191,image_01325.jpg,"[[-2.7639925e-04  4.2130132e-03  5.8118636e-03 ... -7.2762531e-01
   5.3228002e-02 -5.5315256e-01]]",petunia,a white vase filled with petunias on top of a table 
192,image_00570.jpg,"[[-2.2968234e-04  1.1160294e-02  3.6469796e-03 ...  2.1651988e+00
   2.5499389e-01  4.5552295e-01]]",cyclamen,a row of pink cyclamens in a cyclamen pot 
193,image_00549.jpg,"[[-5.1493285e-04  7.8315800e-03  3.2924595e-03 ...  1.2250249e+00
   5.7195634e-01  1.7262105e+00]]",cyclamen,a pair of green and white cyclamens in a tree 
194,image_04778.jpg,"[[-3.0584872e-04  1.2496897e-02  2.9933264e-03 ... -1.5428345e+00
  -1.3951707e-01  1.3896227e+00]]",desert-rose,a red and white desert-rose in a desert-rose pot 
195,image_04497.jpg,"[[-3.6656210e-04 -3.7138807e-03 -3.2278250e-03 ...  2.4247310e+00
  -1.3936223e+00 -4.1917220e-01]]",gazania,a yellow gazania sitting on top of a plant 
196,image_07435.jpg,"[[-2.4783451e-04  1.0055901e-02  1.0062400e-03 ... -1.3871530e-01
   6.8525362e-01  2.1664886e-01]]",foxglove,a pair of pink and white foxgloves in a plant 
197,image_03952.jpg,"[[-8.4705403e-05  4.9845050e-03  2.9203841e-03 ...  4.2019489e-01
  -3.3622712e-01  1.1215397e+00]]",petunia,a petunia in a petunia pot on the ground 
198,image_01168.jpg,"[[-4.5132014e-04  2.0211455e-03  4.0455167e-03 ...  1.1278032e-01
  -2.7396565e-02 -1.0091165e+00]]",rose,a bouquet of pink roses in a white vase 
199,image_06747.jpg,"[[-1.0686613e-04  8.5721081e-03  3.6637720e-03 ...  5.8428705e-01
  -4.9503827e-01  3.3603528e-01]]",pink primrose,a green and white pink primrose sitting on top of a plant 
200,image_06714.jpg,"[[-1.6280336e-04  8.0622481e-03  3.5320621e-04 ...  1.0609854e+00
  -2.5722417e-01  1.1046790e+00]]",toad lily,a small white toad lily in a toad lily pot 
201,image_04685.jpg,"[[-2.8637712e-04  4.9798465e-03  1.8833244e-03 ... -5.3966755e-01
   4.3169254e-01 -5.4609346e-01]]",buttercup,a yellow buttercup sitting on top of a green plant 
202,image_05384.jpg,"[[-1.0220062e-04  9.1536520e-03 -1.6077444e-03 ...  6.4729136e-01
  -1.7794083e-01  6.5768909e-01]]",pincushion flower,a brown and white bird sitting on top of a plant 
203,image_04701.jpg,"[[ 1.7906925e-04  6.7600822e-03  4.3628654e-03 ...  1.1534435e+00
  -4.6494201e-01  1.7498916e+00]]",pelargonium,a pink rose in the middle of a plant 
204,image_04955.jpg,"[[-6.8250978e-05  4.6193525e-03  4.2229304e-03 ...  5.7050538e-01
  -4.3239000e-01 -3.7201839e-03]]",marigold,a vase filled with marigolds on top of a table 
205,image_01750.jpg,"[[-3.5564502e-04 -1.6344171e-03  8.5183131e-03 ... -1.0274638e+00
  -8.4830236e-01  6.0884714e-01]]",hibiscus,a close up picture of a hibiscus in a hibiscus pot 
206,image_03021.jpg,"[[-2.13427833e-04  1.01178875e-02  1.33084855e-03 ...  1.24216175e+00
  -4.54325765e-01 -3.63342047e-01]]",pink-yellow dahlia,a plant that is growing out of the ground 
207,image_06132.jpg,"[[ 2.9053388e-04  3.8890110e-03  2.0261733e-03 ... -7.5996357e-01
   4.3544137e-01 -9.4138098e-01]]",silverbush,a white silverbush sitting on top of a plant 
208,image_04673.jpg,"[[-1.2440354e-04  7.7598607e-03  1.1680051e-03 ...  1.8332767e+00
  -9.1095030e-02 -3.0398202e-01]]",buttercup,a close up view of a small yellow buttercup in a field 
209,image_03650.jpg,"[[-4.0715342e-05  8.7459972e-03  2.4032912e-03 ...  8.4375256e-01
  -6.3516575e-01 -1.8481687e-01]]",primula,a row of red and white primulas sitting on top of each other 
210,image_07206.jpg,"[[-3.6579571e-04  3.6837412e-03  5.5416189e-03 ...  8.7955898e-01
   3.1348625e-01 -5.6774819e-01]]",moon orchid,a white moon orchid in a white moon orchid vase 
211,image_05021.jpg,"[[-0.00031469 -0.00272825  0.00277786 ...  0.12018823 -0.31015083
   0.24794622]]",orange dahlia,a orange dahlia in a vase on a table 
212,image_00917.jpg,"[[-8.3978905e-04  5.8125500e-03 -6.7695230e-04 ...  1.6905142e+00
   1.6716123e-02  3.0995265e-02]]",frangipani,a close up view of some frangipanis in a vase 
213,image_07852.jpg,"[[-2.9511948e-04  4.6467874e-03  3.4676246e-05 ...  3.4484782e+00
   2.4598852e-01  1.0093578e+00]]",bromelia,a pink bromelia is growing in a tree 
214,image_07092.jpg,"[[-6.7022559e-04  4.0147570e-03 -7.3702973e-03 ...  7.7252150e-01
  -1.5865959e-02  1.2591094e+00]]",globe thistle,a globe thistle that is in a globe thistle pot 
215,image_01950.jpg,"[[-7.8033330e-04  1.0954047e-03  4.5411862e-03 ...  1.2255001e+00
  -2.1484686e-01 -6.3845104e-01]]",lotus lotus,a lotus lotus in a vase on a table 
216,image_01707.jpg,"[[ 2.7125967e-05  4.5113242e-03  2.2414059e-03 ... -6.7821705e-01
   1.6934332e-01 -1.1553053e-01]]",hibiscus,a pink and white hibiscus in a green vase 
217,image_03706.jpg,"[[-4.4553690e-06  2.8242879e-03  7.0608384e-03 ... -3.2287049e-01
  -3.6966455e-01  3.3829230e-01]]",primula,a row of yellow and white primulas sitting on top of each other 
218,image_07138.jpg,"[[-2.87685325e-05  1.18875215e-02  5.08110155e-04 ...  1.29290092e+00
  -6.19264126e-01  4.15721118e-01]]",bolero deep blue,a purple and white bolero deep blue in the middle of a field 
219,image_02103.jpg,"[[ 1.8084278e-04  1.1937452e-02  2.9296707e-03 ...  6.8653589e-01
  -4.7465831e-01 -2.8522253e-01]]",thorn apple,a white thorn apple in a white vase on a brick wall 
220,image_08120.jpg,"[[-9.2825794e-05  7.3217694e-03 -1.0372322e-03 ...  2.1639662e+00
   3.5556132e-01  8.3985311e-01]]",gaura,a gaura in a gaura pot on a sunny day 
221,image_05998.jpg,"[[-4.0628747e-04  7.7763392e-04  6.4373058e-03 ... -8.6195093e-01
   9.4416499e-02  4.1784310e-01]]",windflower,a row of white windflowers in a white vase 
222,image_06492.jpg,"[[ 1.1261785e-04  7.7938652e-03  6.1244732e-03 ...  1.8592719e+00
  -2.4349938e-01  1.6292894e+00]]",corn poppy,a red and white fire hydrant sitting on top of a sandy beach 
223,image_03999.jpg,"[[-5.2036450e-04  5.5899341e-03  6.8982964e-04 ...  1.7751526e+00
  -8.1267804e-02  3.2910386e-01]]",colt's foot,a large yellow colt's foot sitting on top of a pile of rocks 
224,image_03553.jpg,"[[-2.0561531e-05  8.1720902e-03  4.0167677e-03 ... -2.0352772e-01
  -4.3262428e-01 -5.9653319e-02]]",azalea,a pink azalea in a azalea pot on a sunny day 
225,image_00995.jpg,"[[ 2.0331476e-05  1.2598440e-02  4.8977123e-03 ... -8.0827457e-01
  -1.6895968e-01  2.9299024e-01]]",wallflower,a close up view of a wallflower in a wallflower pot 
226,image_01928.jpg,"[[-6.4231583e-04  4.6409103e-03  2.0224189e-03 ... -4.3750513e-01
  -2.7539816e-01 -9.4047642e-01]]",lotus lotus,a white lotus lotus sitting on top of a green plant 
227,image_03705.jpg,"[[ 3.1233147e-05  1.2369749e-02  4.3680645e-03 ... -8.6963415e-01
   7.2053455e-02  4.2011592e-01]]",primula,a large group of yellow and white primulas in a bush 
228,image_03160.jpg,"[[-3.8211024e-04  1.0294939e-02  4.1567907e-03 ... -2.6433352e-01
  -7.7898413e-02  2.1929018e+00]]",snapdragon,two pink and white snapdragons in a snapdragonbed 
229,image_05651.jpg,"[[-5.1550171e-04  1.4881715e-02  3.1395145e-03 ...  5.6110889e-01
  -9.5148045e-01  4.2202643e-01]]",sweet pea,a close up picture of a red rose 
230,image_01747.jpg,"[[-1.8819507e-04  4.5967656e-03  2.6654778e-03 ...  3.3362183e-01
  -5.4390037e-01  8.1120330e-01]]",hibiscus,a purple and white hibiscus in a hibiscus pot 
231,image_04510.jpg,"[[-2.9615898e-04  1.4479121e-03 -1.9512940e-03 ...  1.8164409e+00
  -1.3562969e+00 -1.0174148e+00]]",gazania,a plant that is growing out of a tree 
232,image_01167.jpg,"[[-1.7283937e-04  9.4214072e-03  6.2892390e-03 ...  3.4408922e+00
   3.1467134e-01  2.4043359e-01]]",rose,a pink rose in a rose pot on a sunny day 
233,image_04040.jpg,"[[-7.5127959e-04 -2.1061618e-03 -4.0296409e-03 ...  3.5372620e+00
  -8.1780398e-01 -3.1367984e-01]]",colt's foot,a very cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute cute
234,image_00883.jpg,"[[-4.4734601e-04  7.7041662e-03  1.3262803e-03 ...  8.3569592e-01
   1.5580468e-01  1.5218947e+00]]",frangipani,a close up picture of some frangipanis on a plant 
235,image_05843.jpg,"[[-4.3272236e-04  7.4249022e-03 -1.1735652e-03 ...  5.6815952e-01
  -4.1023728e-02  6.7620587e-01]]",great masterwort,a black and white photo of a black and white bird 
236,image_05742.jpg,"[[-5.5047631e-04  2.1566914e-03  5.6659780e-03 ... -8.8044000e-01
  -1.8390926e-02 -6.5686792e-01]]",daffodil,two yellow and white daffodils in a daffodil pot 
237,image_00671.jpg,"[[ 2.3849751e-04  8.2614571e-03  5.7103075e-03 ...  1.7483975e+00
   5.9715107e-02 -5.5853713e-01]]",watercress,a close up view of a large group of watercresss 
238,image_00994.jpg,"[[ 2.6919838e-04  9.7256396e-03  6.0992884e-03 ... -1.0408026e+00
  -1.3375008e-01  1.0952245e-01]]",wallflower,a large red and white wallflower in a wallflower pot 
239,image_00905.jpg,"[[-6.3142870e-05  8.9542512e-03  4.9285009e-03 ... -1.3243145e-01
  -1.9052619e-01 -7.0777440e-01]]",frangipani,a very pretty frangipani in a very pretty frangipani vase 
240,image_02916.jpg,"[[-1.2300519e-04  6.5150978e-03  3.2600078e-03 ...  1.6492823e+00
  -3.1418818e-01 -5.7062858e-01]]",tree mallow,a pink rose in the middle of a plant 
241,image_02107.jpg,"[[ 3.3938591e-04  1.3662827e-02  3.1780850e-03 ... -7.3474544e-01
  -7.6325364e-02 -7.5606054e-01]]",thorn apple,a white thorn apple in the middle of a garden 
242,image_03824.jpg,"[[-3.2335354e-04  7.5329607e-03 -2.0372216e-03 ...  1.4771485e+00
  -3.9274737e-01  5.7885182e-01]]",cape flower,a close up view of a cape flower in a cape flower vase 
243,image_02368.jpg,"[[-1.4568497e-04  8.6768512e-03  4.0427987e-03 ...  2.6382916e-02
  -1.5517665e-01  2.1416566e+00]]",sword lily,a sword lily in the middle of a tree 
244,image_05581.jpg,"[[-5.1658670e-04  2.3668916e-03 -2.3173478e-03 ... -1.4607909e+00
  -8.6475313e-01 -9.7598147e-01]]",osteospermum,a blue and white vase filled with pink osteospermums 
245,image_07709.jpg,"[[-5.8352158e-05  1.2475768e-02  2.9478045e-04 ... -1.4229585e+00
   3.1160560e-01 -1.0055147e-01]]",mallow,a plant that is growing out of a tree 
246,image_03965.jpg,"[[-2.0812421e-04  4.5785084e-03  3.0173990e-03 ... -1.0116282e+00
  -4.8098069e-01  5.5069000e-02]]",petunia,a petunia in a vase on a sunny day 
